code3	Month	PowerRate	PowerSum	PowerUser	PowerRate_AVG	PowerSum_AVG	PowerUser_AVG
A6800002001	1|2|3|4|5|6	1408313.63|1939044.49|1763281.27|1456642.87|1915553.39|2339652.08	547968|657972|612227|516703|610225|688826	2262|1516|2574|1209|1165|2190	1803747.955	605653.5	1819.333333
A6800001061	1|2|3|4|5|6	1783024.25|1852909.3|2174670.24|2014312.58|3147718.2|3471391.16	712392|645210|707787|649194|955503|1016126	1681|1553|3196|1485|1784|3017	2407337.622	781035.3333	2119.333333
A6800001016	1|2|3|4|5|6	3096390.41|2752260.71|3987281.19|3619288.79|5449823.41|6605065.36	1034031|816256|1084395|985435|1456999|1521571	1799|1657|1842|1597|1920|1748	4251684.978	1149781.167	1760.5
A6800002011	1|2|3|4|5|6	1450291.04|1687061.16|1854079.3|1601858.65|1740526.32|2154587.26	514185|538232|562116|484853|521782|552576	1328|954|852|1356|1300|745	1748067.288	528957.3333	1089.166667
A6800001068	1|2|3|4|5|6	1456060.3|1485082.03|1721659.21|1385704.26|2498271.17|2999811.53	613437|523311|616625|510329|809130|884416	1758|3077|3419|2956|1879|1701	1924431.417	659541.3333	2465
A6800007030	1|2|3|4|5|6	1477731.38|1833071.58|1509405.58|1695872.69|1886826.32|2309263.67	490244|591445|506000|583632|607105|726508	1163|2809|1299|2770|2270|1352	1785361.87	584155.6667	1943.833333
A6800001069	1|2|3|4|5|6	1478386.41|1531002.68|1859900.09|1782330.37|3067288.65|3360536.08	597757|539178|618089|574068|883586|928122	2670|1359|2748|2370|1543|2599	2179907.38	690133.3333	2214.833333
A6800007006	1|2|3|4|5|6	3736019.07|4421193.74|4523170.83|4951767.94|4322970.91|6535513.31	1246735|1339334|1296356|1426913|1250415|1620878	2049|2594|2280|2555|2094|2365	4748439.3	1363438.5	2322.833333
A6800007005	1|2|3|4|5|6	1328019.09|1933201.15|2124177.13|2153915.19|1915782.23|3082408.42	635184|687294|702463|747481|668477|901928	1460|3491|3071|3431|1487|3191	2089583.868	723804.5	2688.5
A6800007007	1|2|3|4|5|6	3360330.75|4165343.1|4146917.99|4729222.28|4381032.84|6163256.06	1183015|1318603|1247886|1419652|1295205|1657358	2090|4953|2308|2585|2131|2424	4491017.17	1353619.833	2748.5
A6800006035	1|2|3|4|5|6	2561606.3|2585967.32|2785547.34|3178265.86|4595673.11|5341095.28	866796|822974|909887|1009554|1328532|1492677	1665|1631|1878|1869|2107|2159	3508025.868	1071736.667	1884.833333
A6800007016	1|2|3|4|5|6	2417440.59|3038856.63|3373387.45|3528778.24|3368909.73|6336304.64	883413|907605|982292|1086705|1018946|1515262	1668|2102|1865|2076|1712|1940	3677279.547	1065703.833	1893.833333
A6800007020	1|2|3|4|5|6	3607184.29|5002110.93|4203897.16|5418130.94|4932595.77|6935943.19	1032883|1363491|1157787|1505945|1248887|1717830	1605|2030|1782|1986|1643|1846	5016643.713	1337803.833	1815.333333
A6800001035	1|2|3|4|5|6	3234356.02|3061221.07|3665785.83|3271134.63|4990722.5|5686598.03	1156267|979203|1154038|1018699|1460152|1506753	1774|1646|1822|1680|2020|1833	3984969.68	1212518.667	1795.833333
A6800002007	1|2|3|4|5|6	3504847.92|4686094.14|4722667.14|4504043.74|4738195.98|5764130.74	1381447|1606816|1498983|1406487|1450096|1611589	3542|4515|4020|3714|3556|3516	4653329.943	1492569.667	3810.5
A6800005045	1|2|3|4|5|6	2305309.08|2538493.45|3276268.1|3755525.63|3213891.29|5156805.49	1088052|962768|1106522|1312537|1134009|1536289	2533|2666|2687|3216|4919|5532	3374382.173	1190029.5	3592.166667
A6800002007	1|2|3|4|5|6	3504847.92|4686094.14|4722667.14|4504043.74|4738195.98|5764130.74	1381447|1606816|1498983|1406487|1450096|1611589	3542|4515|4020|3714|3556|3516	4653329.943	1492569.667	3810.5
A6800001017	1|2|3|4|5|6	2839800.67|1990840.98|3770488.87|2145457.23|4134634.61|5160918.04	979899|604391|1063124|661148|1224783|1219725	2896|1465|2968|2590|3117|2823	3340356.733	958845	2643.166667
A6800001025	1|2|3|4|5|6	7292711.79|6414831.89|8843250.49|7360404.43|10932747.14|14551464.68	2154734|1673746|2282427|1922878|2803281|3131394	3045|2818|3117|2715|3243|2966	9232568.403	2328076.667	2984
A6800007019	1|2|3|4|5|6	15644.18|37062.95|36768.49|44313.41|37487.57|105860.83	13404|16083|15681|18991|16068|30519	2|49|2|2|2|54	46189.57167	18457.66667	18.5
A6800007029	1|2|3|4|5|6	1940162.0|2215879.74|2736719.59|2405001.78|2577519.54|4521189.45	785788|752810|873972|848617|858664|1197599	1749|2204|1958|2166|1787|2034	2732745.35	886241.6667	1983
A6800001074	1|2|3|4|5|6	2386260.03|2279970.05|3027309.27|2770999.53|4497241.63|4915316.76	924486|806917|958487|872135|1305810|1347088	2261|2217|2435|2021|2423|2223	3312849.545	1035820.5	2263.333333
A6800001073	1|2|3|4|5|6	1569185.21|1484171.33|2138787.81|1509225.83|2510850.77|3667899.75	701189|540929|734585|565745|845324|1006205	2881|2652|2978|1374|1647|2782	2146686.783	732329.5	2385.666667
A6800007032	1|2|3|4|5|6	1442000.41|1835295.99|1593045.29|1798585.35|1990525.57|2496734.21	552977|659601|588642|657436|685643|819910	1648|2096|1847|2063|1685|1916	1859364.47	660701.5	1875.833333
A6800001004	1|2|3|4|5|6	2543634.65|2614233.66|3579041.15|2757728.98|3876818.04|6384639.9	968517|801939|1060928|865802|1194233|1531268	2127|1981|2191|1895|2285|2085	3626016.063	1070447.833	2094
A6800005047	1|2|3|4|5|6	3334445.01|3555054.26|3508411.78|4350010.34|4566456.1|5729332.97	1070986|1086395|1091130|1350970|1276095|1542319	1884|2004|2004|2422|1902|2142	4173951.743	1236315.833	2059.666667
A6800001005	1|2|3|4|5|6	2562251.03|2395808.96|3168558.88|2968659.06|4067392.27|5120860.59	977659|779417|931250|868013|1187442|1314059	1988|1864|2044|1792|2128|3673	3380588.465	1009640	2248.166667
A6800005043	1|2|3|4|5|6	2005440.69|2214662.0|2645084.73|3104264.2|2554992.92|4217463.99	931475|850673|928786|1113625|925968|1247546	1754|3570|1868|4325|1760|3821	2790318.088	999678.8333	2849.666667
A6800001020	1|2|3|4|5|6	2500438.96|2210321.19|2951120.21|2738873.97|3811508.67|4702177.45	878915|693142|860462|812957|1136287|1242283	2932|2721|2999|1424|1680|1546	3152406.742	937341	2217
A6800001024	1|2|3|4|5|6	1609904.41|1630604.45|2256010.53|2025758.44|2702054.55|3242200.11	703817|568668|685092|619539|830922|894572	3747|3475|2006|3339|2083|3645	2244422.082	717101.6667	3049.166667
A6800001082	1|2|3|4|5|6	1801808.8|2146284.1|2566777.73|2864307.94|4079618.72|4879864.9	819289|840127|893750|943648|1215553|1411216	2245|2068|2297|2005|2407|2168	3056443.698	1020597.167	2198.333333
A6800001075	1|2|3|4|5|6	1992216.69|1896417.21|2247425.6|2013236.27|3311395.53|4062220.63	707923|614407|720872|652357|959434|1060007	1223|1135|1256|1091|1311|1190	2587151.988	785833.3333	1201
A6800001076	1|2|3|4|5|6	2646567.2|2322903.54|3410881.62|3076070.23|5343428.69|5570196.95	1049249|879979|1100638|974241|1527692|1487526	2251|2059|2306|2007|2424|2159	3728341.372	1169887.5	2201
A6800005003	1|2|3|4|5|6	1474635.33|1472486.02|1869452.15|2108706.41|1970422.82|3522981.42	594739|499254|610081|708401|653821|908019	1104|1179|2189|1407|2079|1253	2069780.692	662385.8333	1535.166667
A6800006003	1|2|3|4|5|6	854401.25|1046930.54|1115858.56|1288918.86|1565786.68|3417993.08	483261|405118|422561|517982|622818|984102	1228|1196|2222|2616|2954|3024	1548314.828	572640.3333	2206.666667
A6800005004	1|2|3|4|5|6	1378314.71|1425703.01|1859170.4|1938832.26|1799767.63|3266850.0	574766|496584|615797|675878|618068|872689	2247|1274|1266|1535|1214|1358	1944773.002	642297	1482.333333
A6800006008	1|2|3|4|5|6	1431724.83|1556994.28|1692648.18|1814778.76|2815422.34|3567965.14	516450|508024|574274|607916|838784|1013299	1188|2097|1368|2405|1463|1492	2146588.922	676457.8333	1668.833333
A6800005006	1|2|3|4|5|6	1246089.22|1379835.38|1698327.1|2082722.05|1977616.04|2813422.88	538174|520403|582729|712470|648755|810489	2068|2200|1207|1440|1161|2354	1866335.445	635503.3333	1738.333333
A6800001009	1|2|3|4|5|6	4272448.1|3465472.46|5468701.72|3809529.54|6184101.49|7964929.02	1367878|1012516|1514939|1133873|1784187|1845758	1939|1820|1994|1757|2088|1883	5194197.055	1443191.833	1913.5
A6800001006	1|2|3|4|5|6	3570739.74|3291820.99|4287751.77|4296066.48|6265614.03|7842777.34	1247555|1025895|1251920|1210037|1704256|1857603	1788|1679|1841|1611|1932|1760	4925795.058	1382877.667	1768.5
A6800001008	1|2|3|4|5|6	1324819.18|1305235.42|1818156.62|1629184.61|2158734.67|2705347.31	584975|466585|568970|515917|690528|756778	2880|1398|1571|1366|3088|2808	1823579.635	597292.1667	2185.166667
A6800001007	1|2|3|4|5|6	1216282.23|1353629.27|1918441.51|1506410.58|2111555.91|3708858.01	620147|489749|656174|546522|741196|999283	1628|1515|3187|2764|3320|1591	1969196.252	675511.8333	2334.166667
A6800007018	1|2|3|4|5|6	2142690.53|2424987.64|3024503.65|2921834.56|3094191.59|4877223.41	805796|774441|915113|965304|983085|1289849	1593|1984|1821|1951|1635|1896	3080905.23	955598	1813.333333
A6800005048	1|2|3|4|5|6	3798683.84|3579577.73|4476197.34|5439095.49|5009820.25|6783484.25	1292179|1123411|1339513|1615385|1466988|1728359	1927|2030|2052|2448|1939|2174	4847809.817	1427639.167	2095
A6800002004	1|2|3|4|5|6	1189558.41|1679038.45|1491188.59|1198397.28|1596473.51|1887103.25	481591|585311|537705|446608|532770|591768	1284|3151|1452|2500|1253|1243	1506959.915	529292.1667	1813.833333
A6800001078	1|2|3|4|5|6	3087272.55|3005258.8|3695140.83|3540477.35|5620300.55|6749569.25	1073725|944129|1118648|1072809|1595141|1756527	2283|2142|2342|2055|2451|2220	4283003.222	1260163.167	2248.833333
A6800001077	1|2|3|4|5|6	1098195.08|1164306.39|1536738.37|1138522.16|1856676.39|2654518.74	545421|432553|565543|449029|663301|777146	2642|1325|2714|1274|2834|1394	1574826.188	572165.5	2030.5
A6800001086	1|2|3|4|5|6	1414500.56|1507867.67|2065034.21|1575312.86|2253705.59|3280772.21	619756|500260|652144|532230|737168|885063	1562|1443|1609|1405|1683|1523	2016198.85	654436.8333	1537.5
A6800001081	1|2|3|4|5|6	1686158.33|1731885.77|2478405.63|1660629.0|2903231.88|3621216.66	756043|600657|828486|607743|969560|1029738	1784|3077|3407|2957|3557|1742	2346921.212	798704.5	2754
A6800001079	1|2|3|4|5|6	3750898.41|3159037.97|4453840.3|3564575.19|6174509.56|7390630.39	1235310|958172|1318971|1078822|1724264|1789224	2042|1885|2094|1834|2168|1991	4748915.303	1350793.833	2002.333333
A6800001084	1|2|3|4|5|6	1896063.16|1871375.98|2589806.97|1960598.04|2819626.15|3971607.55	813635|627868|835780|672462|939582|1101502	4411|4091|2271|1971|2371|2151	2518179.642	831804.8333	2877.666667
A6800006018	1|2|3|4|5|6	1383063.58|1411892.1|1491440.43|1623813.45|2613358.93|3208818.39	510134|471850|508060|563498|803037|932020	1952|1057|1040|1199|2472|2784	1955397.813	631433.1667	1750.666667
A6800006010	1|2|3|4|5|6	2423041.31|2361790.93|2842358.04|3351371.73|4314162.5|6328833.5	979115|822626|911712|1097025|1410662|1698284	1969|2037|1887|2328|2609|2552	3603593.002	1153237.333	2230.333333
A6800006018	1|2|3|4|5|6	1383063.58|1411892.1|1491440.43|1623813.45|2613358.93|3208818.39	510134|471850|508060|563498|803037|932020	1952|1057|1040|1199|2472|2784	1955397.813	631433.1667	1750.666667
A6800006028							
A6800007009	1|2|3|4|5|6	3190210.09|4019921.19|3759853.02|4019689.44|4004415.21|5548538.16	1063165|1221821|1141753|1231082|1150080|1449551	1655|2105|1853|2069|1691|1924	4090437.852	1209575.333	1882.833333
A6800007013	1|2|3|4|5|6	9468334.55|10638096.94|10760799.48|11983523.09|11852626.9|15756685.24	2619831|2856126|2825784|3191370|3016161|3693979	2157|2734|2392|2712|2230|2502	11743344.37	3033875.167	2454.5
A6800007008	1|2|3|4|5|6	2484717.61|3086795.17|3162872.16|3549181.47|3114607.22|4423607.97	952485|1054211|976770|1097697|965211|1220425	1932|2448|2154|2406|1965|2238	3303630.267	1044466.5	2190.5
A6800007021	1|2|3|4|5|6	1093855.75|1710731.11|1780356.09|1658420.74|1497109.96|2887995.47	585586|641761|649935|667282|585683|873404	2553|1679|1491|3192|1358|2973	1771411.52	667275.1667	2207.666667
A6800001031	1|2|3|4|5|6	3772070.93|3393914.77|4532975.59|4242720.97|5906687.7|7102989.12	1437731|1128611|1378101|1273426|1753555|1862158	2372|2180|2430|2210|2659|2387	4825226.513	1472263.667	2373
A6800001083	1|2|3|4|5|6	2135438.1|1988916.33|2735734.0|2309067.16|3931387.35|4633210.66	826474|684484|868265|746594|1154088|1202453	1455|1365|1495|1300|1570|1426	2955625.6	913726.3333	1435.166667
A6800007046	1|2|3|4|5|6	1230486.1|1613836.82|1314011.59|1513168.3|1769355.2|2161585.67	482016|594882|504040|574803|610975|732302	1252|1582|1389|1554|1272|2762	1600407.28	583169.6667	1635.166667
A6800006019	1|2|3|4|5|6	1002736.11|1012544.97|1460647.57|1387144.7|1638677.3|2405533.58	478012|401247|527014|499066|596701|731718	1115|1091|1335|2405|1395|1430	1484547.372	538959.6667	1461.833333
A6800005009	1|2|3|4|5|6	3797.84|5183.31|7695.4|9416.21|8166.27|10718.62	3271|3109|3397|4146|3581|4237	32|15|30|22|17|16	7496.275	3623.5	22
A6800006014	1|2|3|4|5|6	1694059.19|1673070.97|2192073.66|2209696.07|2620985.61|3807495.22	669784|568200|689168|726057|872861|1058377	1347|2480|1339|1493|1692|1720	2366230.12	764074.5	1678.5
A6800005011	1|2|3|4|5|6	9218016.7|8993752.01|10148302.57|13292634.31|12044143.2|16132320.01	2471698|2333048|2630678|3459911|3035509|3711339	1481|1550|1574|1862|1480|1657	11638194.8	2940363.833	1600.666667
A6800001036	1|2|3|4|5|6	2609166.45|2300789.88|3789152.95|2434150.74|4026074.89|5811905.87	1015536|728941|1133541|786988|1250709|1405754	4225|2063|2280|1993|4524|4106	3495206.797	1053578.167	3198.5
A68000010C6	1|2|3|4|5|6	3121673.5|2509336.9|3576262.01|2439380.11|4151721.75|4307584.71	1044296|759027|1064433|759222|1214040|1114506	1685|1551|1731|1506|1806|1627	3350993.163	992587.3333	1651
A6800002029	1|2|3|4|5|6	1035406.51|1439759.42|1658029.55|1452903.97|1596198.49|2349854.32	501486|557315|579364|519958|557485|680135	1135|1459|1291|1159|1111|1099	1588692.043	565957.1667	1209
A6800008007	1|2|3|4|5|6	2029417.75|2361835.22|2258963.08|2442552.11|3216577.14|2842658.66	810196|810509|806462|868211|1066099|897890	2152|4168|4237|4774|4704|1830	2525333.993	876561.1667	3644.166667
A6800002032	1|2|3|4|5|6	2519157.41|3025092.66|3518270.44|3133719.5|3611134.52|4792068.2	941415|992469|1085564|970977|1108586|1213949	1820|2345|2067|1858|1798|1763	3433240.455	1052160	1941.833333
A6800006015	1|2|3|4|5|6	2492160.45|2625360.58|3384800.72|4078061.95|6074852.41|7079842.45	994090|964119|1081472|1276266|1742676|1959750	1694|1652|1715|1920|2154|2212	4289179.76	1336395.5	1891.166667
A6800006032	1|2|3|4|5|6	1058862.11|1119307.14|1175054.61|1314957.88|2120742.45|2574643.34	435431|407405|430990|491514|698791|800353	2330|1189|1175|1355|2954|3026	1560594.588	544080.6667	2004.833333
A6800007034	1|2|3|4|5|6	1783004.15|2177734.21|2165216.35|2358719.4|2543728.14|3890724.17	666213|744538|724728|815110|839318|1091215	1586|1986|1762|1952|1623|1829	2486521.07	813520.3333	1789.666667
A6800001085	1|2|3|4|5|6	2181318.19|2056505.91|2950787.09|2328673.11|3301965.5|4454891.18	901198|676045|909623|753595|1055465|1185525	1891|1759|1944|1691|2028|1839	2879023.497	913575.1667	1858.666667
A6800008008	1|2|3|4|5|6	1195322.33|1377997.37|1373467.87|1506442.21|2104220.11|1926591.09	486772|478073|496365|535370|676437|574991	2743|2767|2815|3007|3451|1336	1580673.497	541334.6667	2686.5
A6800002033	1|2|3|4|5|6	1102741.76|1867606.78|2011147.29|1519506.16|1633563.05|2881843.93	638274|725396|755310|605487|640745|859302	3013|3877|3429|1635|2949|2917	1836068.162	704085.6667	2970
A68000010B7	1|2|3|4|5|6	2513016.25|2295629.65|3586251.81|3282995.47|5112550.65|5168647.92	955203|841225|1094499|1001646|1459551|1448942	1698|1579|1744|1511|1809|1637	3659848.625	1133511	1663
A68000010B3	1|2|3|4|5|6	1054789.42|1070798.67|1551609.88|1213333.25|1651422.62|2598816.38	558416|412941|549894|451422|608376|754888	1290|2251|2493|2163|1374|2361	1523461.703	555989.5	1988.666667
A68000010B4	1|2|3|4|5|6	1210954.9|1253082.6|1664502.98|1315437.27|1998159.55|3015704.09	568008|454346|590614|486231|685763|833995	1546|1428|1588|1378|1658|1498	1742973.565	603159.5	1516
A68000010B5	1|2|3|4|5|6	1261237.83|1302700.77|1745749.68|1365048.23|2094805.59|3159539.42	610338|486707|638587|528769|750776|896675	2650|1325|1466|1299|1527|2576	1821513.587	651975.3333	1807.166667
A6800004043	1|2|3|4|5|6	1147538.2|1266798.51|1814578.78|1778329.38|1843393.79|2853166.15	543514|463724|609630|624162|640589|834546	2202|2336|2560|2761|2532|1474	1783967.468	619360.8333	2310.833333
A6800004044							
A6800003010	1|2|3|4|5|6	21128.21|15804.47|26154.32|22065.55|53555.21|46210.43	10604|6241|9820|8792|18899|14172	28|21|32|9|9|9	30819.69833	11421.33333	18
A6800004053	1|2|3|4|5|6	1306760.08|1672520.32|1601712.57|2083569.31|2140765.49|2971318.12	502412|575645|578450|721258|698658|919149	2204|1270|2557|1499|1371|1504	1962774.315	665928.6667	1734.166667
A6800002062	1|2|3|4|5|6	1016845.27|1378762.83|1567868.84|1040758.4|1320521.8|2142975.82	470524|484111|533501|394120|467498|599134	2081|1400|2370|1135|1103|1065	1411288.827	491481.3333	1525.666667
A6800002065	1|2|3|4|5|6	6469603.78|8577825.77|8012158.93|8104940.64|9515148.39|11382065.24	2090826|2680882|2346687|2418373|2667358|3119360	2870|3657|3234|2888|2776|2749	8676957.125	2553914.333	3029
A6800002067	1|2|3|4|5|6	1586867.54|2040413.66|2325767.89|1635861.43|2325055.73|3322844.53	665049|703806|776151|589112|756162|881701	1444|1847|1627|1475|1403|1386	2206135.13	728663.5	1530.333333
A6800002063	1|2|3|4|5|6	1495198.85|1890906.49|2288469.43|1572564.63|2078332.1|2856267.36	648481|638039|736442|550072|685068|803064	1453|3402|1614|2714|2605|2570	2030289.81	676861	2393
A6800002078	1|2|3|4|5|6	849326.44|1084009.57|1443685.29|1376531.25|1789008.44|1837425.19	488609|594780|566988|525138|615572|622013	1599|2019|1805|3083|1552|2923	1396664.363	568850	2163.5
A6800002081	1|2|3|4|5|6	5041925.53|6231024.06|6221230.78|5633586.67|7534663.92|9658184.66	1715810|1911203|1918188|1751235|2119010|2509320	3080|3990|3532|3187|3041|3023	6720102.603	1987461	3308.833333
A6800002079	1|2|3|4|5|6	6897813.1|9910220.32|9257720.04|10387744.57|12076917.33|14927081.24	2055765|2835754|2487767|2777996|2932491|3608666	2657|3235|2908|2605|2570|2513	10576249.43	2783073.167	2748
A68000020A6	1|2|3|4|5|6	1158785.24|1583969.06|1342412.27|1183139.13|1584181.74|1829528.99	490009|595624|531896|471527|565233|621290	2826|1863|3216|2886|2766|2736	1447002.738	545929.8333	2715.5
A68000020A5	1|2|3|4|5|6	1767319.93|2447707.91|2110575.48|1889131.42|2558614.37|3002995.93	641087|806836|720193|652648|783046|879014	1327|1706|1509|1355|1299|1285	2296057.507	747137.3333	1413.5
A68000020A8	1|2|3|4|5|6	1316235.3|1863904.76|2018461.51|1654638.09|1790461.69|2873152.43	610489|669979|691755|595375|629740|817120	1422|1826|1616|1451|1391|1376	1919475.63	669076.3333	1513.666667
A6800003019	1|2|3|4|5|6	2814134.69|2492029.93|2884393.09|2761744.56|3605249.99|4759590.22	1032295|781864|930631|898067|1064545|1342347	2553|1982|2333|2180|2072|2330	3219523.747	1008291.5	2241.666667
A6800004057	1|2|3|4|5|6	977576.96|1101780.67|1200708.06|1341945.86|1517300.43|1784189.35	400412|409464|457180|501173|538199|614286	2386|2530|2770|1552|1419|1554	1320583.555	486785.6667	2035.166667
A6800002071	1|2|3|4|5|6	2247845.44|3222505.43|3289272.52|3566437.62|4214488.11|5008120.48	868512|1126749|996230|1032690|1134405|1315147	1639|2090|1848|1667|1597|1583	3591444.933	1078955.5	1737.333333
A6800002068	1|2|3|4|5|6	1405207.55|1949961.24|2104327.86|2117904.99|2654690.99|3043599.83	627442|812942|697400|695211|810092|894915	3398|4370|3866|1833|1755|3290	2212615.41	756333.6667	3085.333333
A6800002080	1|2|3|4|5|6	3768092.55|4629582.02|4767905.47|4451249.68|5968391.89|7520723.54	1359431|1492904|1522915|1412531|1724689|2021225	3565|4546|4033|3620|3476|3431	5184324.192	1588949.167	3778.5
A6800002069	1|2|3|4|5|6	1381581.15|1911764.95|2228819.9|1495925.15|1796464.72|2960452.14	687471|666786|744212|556194|638413|872633	3416|2219|3881|3456|3345|3276	1962501.335	694284.8333	3265.5
A6800004003	1|2|3|4|5|6	1333469.02|1641741.88|1809681.52|1621197.49|1953535.22|2603289.63	610664|604730|691516|658918|720991|884517	2579|1422|2995|3255|2969|1676	1827152.46	695222.6667	2482.666667
A6800004001	1|2|3|4|5|6	1748345.55|2044022.05|2284238.94|2197161.73|2728685.39|3804009.07	761829|747930|862959|863742|957319|1207587	1599|3160|3460|3760|3430|3760	2467743.788	900227.6667	3194.833333
A68000020A7	1|2|3|4|5|6	761950.83|1322199.16|1346376.51|1142449.61|1166040.97|2026814.08	469741|533624|526759|468884|476790|638504	2634|1755|1550|2690|2578|2550	1294305.193	519050.3333	2292.833333
A68000020A9	1|2|3|4|5|6	1628349.85|2359997.34|1975330.96|1805139.23|2310495.12|2783100.6	605270|774365|670128|607840|721076|829177	2850|1912|3242|2988|1484|1481	2143735.517	701309.3333	2326.166667
A6800004049	1|2|3|4|5|6	1311405.38|1645242.16|2214954.34|2011285.48|1906847.42|3027745.92	693832|616980|771756|751030|715237|962490	3389|3582|3938|4264|3886|4275	2019580.117	751887.5	3889
A6800008010	1|2|3|4|5|6	1724536.91|1815266.31|1963817.66|2111384.38|2963202.07|2620932.29	654845|622985|687573|746379|941884|783431	1831|1846|1879|2007|1976|1463	2199856.603	739516.1667	1833.666667
A6800002034	1|2|3|4|5|6	883749.01|1538737.25|1677611.59|1294606.07|1415069.55|2535128.76	504872|589408|610118|506399|535230|744097	1702|2188|1936|1736|1757|1738	1557483.705	581687.3333	1842.833333
A6800002082	1|2|3|4|5|6	2143446.22|2704218.96|3020596.57|2410085.36|2871438.28|4035734.02	769580|851272|920142|770928|873802|1021440	1267|1594|1440|1267|1230|1201	2864253.235	867860.6667	1333.166667
A68000020C6	1|2|3|4|5|6	1541513.93|2087440.77|2246504.61|1867276.6|1929921.71|2849838.69	714764|788512|794992|679184|697529|836377	1424|1829|1619|1454|1394|1380	2087082.718	751893	1516.666667
A6800004047	1|2|3|4|5|6	851657.13|1027949.06|1147897.83|1395510.16|1577977.91|2059770.24	428436|465711|480132|557062|585906|731238	1252|2523|1436|1550|1421|3003	1343460.388	541414.1667	1864.166667
A6800004050	1|2|3|4|5|6	980760.61|1231142.83|1693356.82|1682702.79|1629768.64|2314194.05	578325|524922|655200|673750|651878|800375	2037|2159|2368|5011|4583|5014	1588654.29	647408.3333	3528.666667
A6800002037	1|2|3|4|5|6	1738899.86|2179624.03|2256248.45|1853573.25|2270014.2|3373449.21	737421|774097|792696|677078|763480|945625	1888|2427|4074|3655|1861|3465	2278634.833	781732.8333	2895
A6800004019	1|2|3|4|5|6	789596.73|1009732.58|1280191.37|1167322.86|1435145.51|2264255.07	415397|396399|491009|475664|532309|715182	1128|1211|1320|2755|2741|1541	1324374.02	504326.6667	1782.666667
A6800004028	1|2|3|4|5|6	1022026.94|1254784.14|1356062.14|1717417.55|1658321.9|2583479.46	433776|451713|502978|619015|581759|805712	1185|2317|1366|2757|2515|2758	1598682.022	565825.5	2149.666667
A6800004056	1|2|3|4|5|6	3106741.48|3505969.43|3993490.96|4391722.42|4342525.38|5930789.84	1078829|1104670|1168096|1291173|1189721|1529757	2105|2244|2448|2655|2433|2660	4211873.252	1227041	2424.166667
A6800004052	1|2|3|4|5|6	803443.0|886815.44|919499.44|1031089.78|1280263.78|1508786.26	338841|348661|369493|408386|465055|536623	1985|2105|2305|1312|2285|2505	1071649.617	411176.5	2082.833333
A6800003018	1|2|3|4|5|6	1581269.26|1184744.55|1656402.14|1266620.54|1509844.71|2233683.73	610722|384564|530308|435404|488385|611494	1161|913|1968|1004|1770|1062	1572094.155	510146.1667	1313
A6800002035	1|2|3|4|5|6	2053486.58|2933507.37|3010143.68|2261880.59|2734891.58|4036877.63	755401|874727|897975|724063|823352|1024519	1257|1614|1430|1286|1232|1206	2838464.572	850006.1667	1337.5
A6800002044	1|2|3|4|5|6	2090111.46|2710472.55|3154839.17|2505431.05|3044449.18|4002966.31	914145|1022331|1055053|877673|1008286|1161524	2185|2803|2485|2227|2144|2126	2918044.953	1006502	2328.333333
A68000020B0	1|2|3|4|5|6	785256.77|1230343.06|1339174.23|1105189.68|1100360.28|1648439.62	454316|510977|508221|433826|436908|529634	2453|3155|1453|1309|2401|1244	1201460.607	478980.3333	2002.5
A6800004011	1|2|3|4|5|6	1280701.1|1322207.28|1753331.68|1930906.57|2184165.65|2511041.43	596571|578121|641863|699035|733552|818710	2379|2523|1427|3003|2739|1563	1830392.285	677975.3333	2272.333333
A68000020C7	1|2|3|4|5|6	853002.6|1173865.8|1317828.84|1167363.97|1215013.86|1711503.61	461792|516634|513012|455895|470016|544447	1134|1436|2358|1155|1124|2006	1239763.113	493632.6667	1535.5
A6800008004	1|2|3|4|5|6	1585432.31|1844595.64|1735250.46|1972353.78|2558280.44|2365971.88	624851|628964|621141|691167|827907|716465	1607|3015|3072|1740|3226|2400	2010314.085	685082.5	2510
A6800002027	1|2|3|4|5|6	1297483.18|1687635.26|2145636.54|1548676.11|1930875.27|3004713.21	601476|596398|704381|542875|648029|832306	1525|1969|1745|1571|1499|1488	1935836.595	654244.1667	1632.833333
A6800002025	1|2|3|4|5|6	981329.6|1594470.61|1786928.57|1346043.77|1499324.71|2627057.56	491050|543314|584025|478937|520654|724957	1209|1525|1356|1235|2214|2190	1639192.47	557156.1667	1621.5
A68000010D0	1|2|3|4|5|6	1207798.29|1188243.88|1522566.17|1454337.29|2394341.09|2404559.45	551638|502485|550092|506447|752054|738531	2868|1375|2946|1326|1593|2790	1695307.695	600207.8333	2149.666667
A6800002028	1|2|3|4|5|6	1655512.28|2075456.6|2499265.18|2129668.86|2509739.53|3466613.88	625202|664695|751126|647188|752120|851775	1152|1491|1319|1187|1142|1128	2389376.055	715351	1236.5
A6800002041	1|2|3|4|5|6	1715871.49|2204909.79|1755838.22|1600666.14|1976812.19|2116575.71	659402|800848|679152|612839|703323|731776	1474|1893|1678|2887|2767|2737	1895112.257	697890	2239.333333
A6800002055	1|2|3|4|5|6	2266909.17|2905184.73|3240880.28|2442409.38|2795880.48|4393550.56	945009|1012407|1058019|865298|949443|1196557	1832|2337|2071|1872|1874|1854	3007469.1	1004455.5	1973.333333
